"OverTime","BusinessTravel","Education","EnvSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","RelatSatisfaction","StockOptionLevel","WorkLifeBalance","Department","EducationField","JobRole","MaritalStatus","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","TotalWorkingYears","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"No","Never","Master","Very High","Medium","Intermediate","High","High","No stock","Better","R&D","Medical","Manuf. Dir.","Married",36,1,4374,0,4,3,2,2,"No"
"No","Rarely","College","Very High","Very High","Intermediate","Low","Low","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",36,3,6842,6,13,5,4,4,"No"
"No","Rarely","Doctor","Medium","High","Advanced","High","High","Few stocks","Better","R&D","Medical","Manager","Married",54,22,17426,3,36,10,8,7,"No"
"No","Rarely","College","High","Medium","Advanced","High","Low","Few stocks","Better","R&D","Life Sciences","Res. Dir.","Married",43,15,17603,1,14,14,10,11,"No"
"Yes","Frequently","Master","Very High","High","Intermediate","Very High","Low","No stock","Best","Sales","Other","Sales Exe.","Single",35,12,4581,3,13,11,9,7,"Yes"
"No","Frequently","Bachelor","Very High","High","Intermediate","Very High","Very High","Medium stocks","Best","R&D","Life Sciences","Res. Sci.","Married",38,1,4735,7,19,13,11,9,"No"
"Yes","Rarely","Bachelor","Low","Medium","Intermediate","Medium","Medium","Few stocks","Good","Sales","Medical","Sales Exe.","Divorced",29,5,4187,1,10,10,0,9,"No"
"No","Rarely","Master","Very High","High","Intermediate","Very High","High","Medium stocks","Better","Sales","Medical","Sales Exe.","Divorced",33,2,5505,1,6,6,2,4,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Medium","High","Medium stocks","Good","R&D","Medical","Res. Sci.","Divorced",32,2,5470,0,10,9,5,6,"No"
"No","Rarely","Master","Low","High","Intermediate","Very High","Low","Medium stocks","Better","Sales","Life Sciences","Sales Exe.","Married",31,5,5476,1,10,10,0,2,"No"
"Yes","Rarely","Bachelor","Very High","High","Entry","Low","Medium","Few stocks","Good","R&D","Medical","Lab. Tech.","Divorced",49,16,2587,4,17,2,2,2,"No"
"No","Frequently","Bachelor","Very High","Medium","Entry","Medium","Medium","No stock","Better","R&D","Medical","Lab. Tech.","Single",38,2,2440,1,4,4,3,3,"No"
"No","Rarely","Master","Medium","Very High","Advanced","Medium","High","Many stocks","Better","Sales","Life Sciences","Manager","Divorced",47,2,15972,6,29,3,2,2,"No"
"No","Rarely","Bachelor","High","High","Advanced","High","Low","No stock","Better","R&D","Life Sciences","Manager","Single",49,1,15379,4,23,8,7,0,"No"
"Yes","Rarely","College","Very High","High","Experienced","High","Very High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",41,23,7082,3,21,2,0,2,"No"
"No","Rarely","Below College","Very High","High","Entry","Low","Low","No stock","Better","Sales","Life Sciences","Sales Repr.","Single",20,9,2728,1,2,2,2,2,"No"
"Yes","Never","Bachelor","High","High","Intermediate","Very High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",33,16,5368,1,7,6,5,2,"No"
"No","Rarely","Master","Low","High","Intermediate","High","Medium","Medium stocks","Good","R&D","Life Sciences","Health. Repr.","Married",36,26,5347,6,10,3,2,2,"No"
"Yes","Rarely","Bachelor","High","High","Entry","Very High","Low","Many stocks","Better","HR","Life Sciences","HR","Divorced",44,1,3195,4,8,2,2,2,"No"
"Yes","Rarely","Below College","Very High","Medium","Entry","High","Low","No stock","Better","R&D","Medical","Lab. Tech.","Single",23,8,3989,1,5,5,4,2,"Yes"
"No","Rarely","College","Very High","High","Entry","High","Very High","Few stocks","Good","R&D","Medical","Lab. Tech.","Married",38,4,3306,7,7,0,0,0,"No"
"No","Rarely","Master","Medium","Very High","Experienced","Very High","High","No stock","Better","R&D","Medical","Health. Repr.","Married",53,24,7005,3,11,4,3,2,"No"
"Yes","Frequently","College","Very High","High","Entry","High","High","Medium stocks","Better","Sales","Medical","Sales Repr.","Married",48,7,2655,2,19,9,7,7,"Yes"
"No","Rarely","Master","Very High","High","Entry","Medium","Low","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",32,2,1393,1,1,1,0,0,"Yes"
"No","Never","Bachelor","Very High","High","Entry","Very High","High","No stock","Better","R&D","Medical","Lab. Tech.","Single",26,7,2570,1,7,7,7,7,"No"
"No","Rarely","Bachelor","Low","Medium","Entry","Medium","Very High","Few stocks","Better","R&D","Technical","Res. Sci.","Divorced",55,22,3537,5,8,4,2,2,"No"
"No","Rarely","College","Medium","Medium","Intermediate","Very High","High","Few stocks","Best","R&D","Medical","Lab. Tech.","Married",34,5,3986,1,15,15,10,13,"No"
"No","Rarely","Master","High","Low","Experienced","Very High","High","Few stocks","Best","R&D","Medical","Health. Repr.","Divorced",60,1,10883,3,19,1,0,0,"No"
"No","Rarely","Bachelor","Medium","Very High","Entry","Medium","Very High","Many stocks","Better","R&D","Medical","Lab. Tech.","Married",33,21,2028,1,14,14,11,13,"No"
"No","Frequently","Master","High","Low","Intermediate","Very High","High","Medium stocks","Good","Sales","Medical","Sales Exe.","Divorced",37,1,9525,1,6,6,3,3,"No"
"No","Rarely","Bachelor","Medium","Medium","Entry","Very High","Medium","No stock","Better","R&D","Life Sciences","Res. Sci.","Married",34,19,2929,1,10,10,9,7,"No"
"Yes","Rarely","Bachelor","High","High","Entry","Very High","Medium","Few stocks","Better","Sales","Life Sciences","Sales Repr.","Divorced",23,7,2275,1,3,3,2,2,"Yes"
"Yes","Rarely","Bachelor","High","Very High","Experienced","Very High","Medium","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Married",44,2,7879,1,9,8,7,7,"No"
"Yes","Frequently","Master","Low","Medium","Entry","Very High","High","No stock","Best","R&D","Medical","Res. Sci.","Single",35,2,4930,0,6,5,4,4,"No"
"Yes","Rarely","Bachelor","Very High","High","Intermediate","Very High","Low","Few stocks","Better","Sales","Medical","Sales Exe.","Married",43,2,7847,1,10,10,9,8,"No"
"No","Rarely","Bachelor","High","Very High","Entry","High","Very High","Few stocks","Better","R&D","Medical","Res. Sci.","Married",24,9,4401,1,5,5,3,4,"No"
"No","Rarely","Bachelor","Very High","High","Experienced","High","Medium","No stock","Better","Sales","Marketing","Sales Exe.","Single",41,6,9241,1,10,10,8,7,"No"
"No","Rarely","Master","Very High","High","Entry","High","High","Few stocks","Better","R&D","Medical","Lab. Tech.","Married",29,9,2974,9,9,5,3,2,"No"
"No","Rarely","Master","High","High","Intermediate","Very High","High","No stock","Good","Sales","Life Sciences","Sales Repr.","Single",36,2,4502,3,17,13,7,7,"No"
"No","Never","Below College","High","Medium","Experienced","High","Very High","Few stocks","Good","R&D","Life Sciences","Health. Repr.","Married",45,1,10748,3,25,23,15,4,"No"
"No","Rarely","Below College","Very High","Low","Entry","High","High","Few stocks","Better","HR","HR","HR","Married",24,22,1555,1,1,1,0,0,"Yes"
"No","Frequently","Bachelor","High","Low","Advanced","High","High","No stock","Bad","Sales","Life Sciences","Sales Exe.","Married",47,9,12936,7,25,23,5,10,"Yes"
"No","Rarely","Master","Very High","Low","Entry","High","High","Many stocks","Best","R&D","Medical","Lab. Tech.","Married",26,17,2305,1,3,3,2,2,"No"
"No","Rarely","College","Very High","Medium","Advanced","Medium","High","No stock","Better","R&D","Technical","Res. Dir.","Single",45,28,16704,1,21,21,6,6,"No"
"No","Frequently","Bachelor","Low","High","Entry","High","Low","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",32,10,3433,6,10,5,2,3,"No"
"No","Rarely","Master","Medium","High","Entry","High","Very High","Few stocks","Best","R&D","Life Sciences","Lab. Tech.","Married",31,2,3477,1,6,5,2,3,"No"
"No","Never","Bachelor","High","Low","Intermediate","Medium","Medium","Few stocks","Better","HR","HR","HR","Married",41,4,6430,6,10,3,2,2,"No"
"Yes","Rarely","College","Medium","High","Intermediate","Low","Medium","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",40,8,6516,2,18,1,0,0,"No"
"No","Rarely","Below College","Medium","High","Entry","Low","Medium","Many stocks","Best","R&D","Medical","Lab. Tech.","Divorced",24,29,3907,1,6,6,2,2,"No"
"No","Rarely","Master","High","High","Intermediate","Medium","Very High","No stock","Better","R&D","Life Sciences","Health. Repr.","Single",46,13,5562,6,19,10,7,9,"No"
"No","Rarely","Master","Very High","High","Intermediate","High","Medium","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",35,27,6883,2,17,7,7,7,"No"
"No","Rarely","Below College","Medium","High","Entry","Very High","Medium","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",30,16,2862,1,10,10,0,8,"No"
"No","Never","Master","High","High","Intermediate","Medium","Very High","Few stocks","Bad","Sales","Marketing","Sales Exe.","Married",47,2,4978,7,4,1,0,0,"No"
"Yes","Rarely","Bachelor","High","High","Experienced","Very High","Medium","Few stocks","Good","Sales","Life Sciences","Sales Exe.","Divorced",46,2,10368,4,13,10,6,3,"No"
"Yes","Rarely","Doctor","Medium","Medium","Intermediate","Low","Medium","Many stocks","Better","Sales","Marketing","Sales Exe.","Divorced",36,13,6134,5,16,2,2,2,"Yes"
"No","Rarely","College","Low","Low","Intermediate","Medium","Medium","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",32,1,6735,6,10,0,0,0,"Yes"
"No","Rarely","Below College","High","High","Entry","Medium","High","No stock","Bad","R&D","Medical","Lab. Tech.","Single",23,4,3295,1,3,3,2,2,"No"
"No","Frequently","Below College","Very High","High","Intermediate","Very High","Very High","No stock","Good","R&D","Technical","Manuf. Dir.","Single",31,24,5238,2,9,5,4,4,"No"
"Yes","Never","Bachelor","Very High","High","Intermediate","Very High","Very High","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",39,1,6472,1,9,9,8,8,"No"
"No","Rarely","Bachelor","Very High","Low","Experienced","High","High","Few stocks","Bad","Sales","Life Sciences","Sales Exe.","Married",32,19,9610,3,10,4,3,2,"No"
"No","Rarely","Master","Medium","High","Expert","Medium","Medium","No stock","Good","Sales","Medical","Manager","Single",40,7,19833,1,21,21,8,8,"No"
"No","Rarely","Bachelor","High","Low","Experienced","High","High","Medium stocks","Best","HR","Life Sciences","HR","Married",45,4,9756,4,9,5,0,3,"No"
"No","Frequently","Master","Very High","Medium","Entry","Low","Very High","No stock","Better","R&D","Technical","Res. Sci.","Single",30,2,4968,0,10,9,7,7,"No"
"No","Frequently","Bachelor","Low","High","Entry","Very High","Very High","Few stocks","Better","HR","Medical","HR","Married",24,10,2145,0,3,2,2,1,"No"
"No","Frequently","Bachelor","High","Medium","Entry","Very High","High","Few stocks","Good","HR","HR","HR","Divorced",30,8,2180,6,6,4,2,2,"Yes"
"No","Rarely","Bachelor","Low","High","Intermediate","High","High","Few stocks","Better","Sales","Technical","Sales Exe.","Married",31,5,8346,1,6,5,2,2,"No"
"No","Rarely","Bachelor","High","High","Entry","Very High","High","No stock","Good","R&D","Medical","Res. Sci.","Single",27,8,3445,1,6,6,2,4,"No"
"No","Rarely","Bachelor","Medium","Low","Entry","Medium","High","No stock","Better","Sales","Marketing","Sales Repr.","Single",29,9,2760,1,2,2,2,2,"Yes"
"Yes","Frequently","Bachelor","Very High","Very High","Intermediate","High","Very High","No stock","Best","R&D","Life Sciences","Health. Repr.","Single",29,1,6294,8,10,3,2,2,"No"
"No","Rarely","College","High","Medium","Experienced","Low","Low","Few stocks","Better","Sales","Marketing","Sales Exe.","Divorced",30,15,7140,2,12,7,7,7,"No"
"Yes","Rarely","Master","Very High","Very High","Entry","Very High","Low","Many stocks","Better","R&D","Medical","Res. Sci.","Married",34,2,2932,0,6,5,0,2,"No"
"No","Never","Bachelor","Very High","High","Intermediate","Medium","Very High","No stock","Good","Sales","Marketing","Sales Exe.","Single",33,2,5147,8,13,11,7,7,"No"
"No","Rarely","Master","Very High","High","Intermediate","Very High","High","No stock","Best","Sales","Marketing","Sales Exe.","Single",49,11,4507,3,8,5,1,4,"No"
"Yes","Rarely","Bachelor","Low","High","Experienced","Low","High","No stock","Good","Sales","Life Sciences","Sales Exe.","Single",33,16,8564,2,11,0,0,0,"Yes"
"No","Frequently","College","High","Medium","Entry","Medium","Medium","Few stocks","Good","R&D","Medical","Lab. Tech.","Married",38,2,2468,4,9,6,1,5,"No"
"No","Rarely","Master","Low","High","Experienced","High","Low","Many stocks","Better","Sales","Marketing","Sales Exe.","Married",31,16,8161,2,10,1,0,0,"Yes"
"No","Rarely","Bachelor","Very High","Medium","Entry","Low","High","Few stocks","Better","R&D","Technical","Res. Sci.","Divorced",29,4,2109,1,1,1,0,0,"No"
"No","Rarely","Bachelor","High","Very High","Intermediate","High","High","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Married",30,16,5294,3,10,7,0,7,"No"
"No","Never","Master","Medium","High","Entry","Medium","Medium","No stock","Better","R&D","Technical","Res. Sci.","Single",32,5,2718,2,12,7,7,7,"No"
"Yes","Rarely","Bachelor","Medium","Low","Intermediate","Very High","High","Few stocks","Better","R&D","Medical","Health. Repr.","Married",38,18,5811,3,15,1,0,0,"No"
"Yes","Frequently","Bachelor","High","Medium","Entry","High","Very High","Few stocks","Better","R&D","Technical","Res. Sci.","Married",43,17,2437,9,6,1,0,0,"Yes"
"No","Rarely","Bachelor","Medium","High","Entry","Medium","Medium","Many stocks","Good","R&D","Medical","Lab. Tech.","Divorced",42,12,2766,8,7,5,3,4,"No"
"No","Rarely","Bachelor","High","Medium","Expert","Low","Medium","Many stocks","Better","R&D","Medical","Res. Dir.","Married",55,2,19038,8,34,1,0,0,"No"
"No","Never","Bachelor","Very High","High","Intermediate","Medium","Very High","Medium stocks","Good","R&D","Technical","Res. Sci.","Divorced",33,4,3055,5,11,9,8,7,"No"
"No","Rarely","Master","High","High","Entry","Low","Medium","Medium stocks","Better","R&D","Life Sciences","Lab. Tech.","Divorced",41,9,2289,1,5,5,3,4,"No"
"Yes","Never","Bachelor","Very High","High","Intermediate","High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",34,10,4001,1,15,15,14,7,"No"
"Yes","Never","Master","Low","Medium","Advanced","High","Very High","Many stocks","Good","R&D","Medical","Manuf. Dir.","Married",53,1,12965,4,27,3,2,2,"No"
"No","Rarely","Bachelor","Medium","High","Entry","Very High","Medium","No stock","Better","HR","Life Sciences","HR","Single",43,2,3539,0,10,9,7,8,"No"
"No","Rarely","College","Very High","Low","Intermediate","Very High","Low","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",34,3,6029,5,6,2,2,2,"No"
"No","Rarely","Below College","Medium","High","Entry","Medium","Medium","No stock","Better","Sales","Marketing","Sales Repr.","Single",21,7,2679,1,1,1,0,0,"Yes"
"No","Rarely","College","Very High","Medium","Entry","High","Medium","Few stocks","Better","R&D","Other","Lab. Tech.","Married",38,6,3702,1,5,5,4,4,"No"
"Yes","Rarely","Below College","High","High","Entry","Low","High","No stock","Better","R&D","Medical","Lab. Tech.","Married",22,8,2398,1,1,1,0,0,"Yes"
"No","Rarely","Master","Low","Medium","Intermediate","Very High","Low","Medium stocks","Better","Sales","Marketing","Sales Exe.","Married",31,29,5468,1,13,12,7,7,"No"
"No","Rarely","Bachelor","Low","High","Experienced","High","Very High","No stock","Better","R&D","Technical","Manager","Married",51,3,13116,2,15,2,2,2,"No"
"No","Rarely","College","Medium","Medium","Intermediate","Medium","Low","Medium stocks","Better","Sales","Marketing","Sales Exe.","Married",37,9,4189,1,5,5,2,3,"No"
"Yes","Rarely","Master","High","High","Expert","Very High","High","Few stocks","Better","R&D","Medical","Res. Dir.","Divorced",46,2,19328,7,24,2,1,2,"No"
"Yes","Rarely","Bachelor","Very High","High","Experienced","Low","Very High","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Married",36,10,8321,7,15,12,8,7,"No"
"Yes","Frequently","College","High","High","Entry","Medium","High","Many stocks","Good","R&D","Medical","Res. Sci.","Divorced",44,1,2342,1,6,5,3,3,"Yes"
"No","Rarely","College","High","High","Intermediate","Medium","High","No stock","Good","HR","Other","HR","Divorced",37,8,4071,2,19,10,0,7,"No"
"Yes","Rarely","Bachelor","High","High","Intermediate","Very High","Very High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",35,27,5813,1,10,10,7,7,"Yes"
"No","Rarely","Master","Very High","Very High","Entry","Low","Medium","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",33,8,3143,6,14,10,8,6,"No"
"No","Rarely","Bachelor","High","High","Entry","Very High","High","Few stocks","Best","R&D","Life Sciences","Res. Sci.","Married",28,1,2044,1,5,5,3,3,"No"
"No","Rarely","Below College","High","High","Experienced","High","High","No stock","Better","R&D","Medical","Res. Dir.","Single",39,10,13464,7,9,4,3,2,"No"
"No","Never","College","Medium","Medium","Intermediate","Medium","High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",46,26,7991,8,6,2,2,2,"No"
"No","Rarely","College","High","High","Entry","Low","Very High","Few stocks","Good","R&D","Life Sciences","Lab. Tech.","Married",40,2,3377,4,7,4,3,2,"No"
"No","Rarely","Bachelor","Medium","Very High","Intermediate","Low","High","Medium stocks","Good","R&D","Medical","Health. Repr.","Married",42,13,5538,5,10,0,0,0,"No"
"No","Never","College","Medium","High","Intermediate","Very High","High","Few stocks","Better","R&D","Medical","Manuf. Dir.","Divorced",35,2,5762,2,15,7,7,7,"No"
"No","Never","Bachelor","Low","High","Entry","Medium","Very High","Many stocks","Better","HR","HR","HR","Divorced",38,2,2592,5,13,11,10,8,"No"
"No","Frequently","Master","Very High","High","Intermediate","Low","High","Few stocks","Good","R&D","Life Sciences","Lab. Tech.","Married",34,9,5346,4,11,7,1,7,"Yes"
"No","Rarely","Master","Very High","High","Intermediate","Low","Medium","No stock","Bad","R&D","Medical","Manuf. Dir.","Single",37,10,4213,1,10,10,3,8,"Yes"
"No","Frequently","Bachelor","High","High","Intermediate","Very High","Very High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",39,20,4127,2,7,2,1,2,"No"
"No","Never","Bachelor","Low","High","Entry","High","High","No stock","Good","R&D","Life Sciences","Res. Sci.","Single",43,9,2438,4,7,3,2,2,"No"
"No","Rarely","Bachelor","Medium","Very High","Intermediate","Medium","Low","No stock","Bad","R&D","Life Sciences","Health. Repr.","Single",41,5,6870,3,11,3,2,2,"No"
"Yes","Rarely","Below College","High","High","Experienced","High","Very High","Few stocks","Best","Sales","Marketing","Sales Exe.","Divorced",41,4,10447,0,23,22,14,5,"No"
"No","Rarely","Bachelor","Low","High","Experienced","High","Medium","No stock","Better","R&D","Medical","Manuf. Dir.","Single",30,10,9667,9,9,7,7,2,"No"
"Yes","Rarely","College","Very High","High","Entry","Medium","High","No stock","Better","HR","Medical","HR","Married",26,20,2148,0,6,5,1,4,"Yes"
"No","Rarely","College","Very High","High","Intermediate","Medium","Very High","Few stocks","Best","R&D","Medical","Health. Repr.","Married",46,21,8926,4,13,9,7,7,"Yes"
"No","Rarely","Bachelor","High","High","Intermediate","Very High","Very High","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",40,1,6513,4,12,5,3,3,"No"
"No","Rarely","College","Medium","Very High","Intermediate","High","High","Medium stocks","Better","Sales","Technical","Sales Exe.","Married",34,8,6799,1,10,10,8,8,"No"
"No","Never","Bachelor","Medium","High","Advanced","Medium","Very High","Few stocks","Good","Sales","Medical","Manager","Divorced",58,2,16291,4,37,16,9,14,"No"
"No","Rarely","Master","Medium","Low","Entry","High","Medium","Few stocks","Best","R&D","Medical","Lab. Tech.","Married",35,23,2705,0,6,5,4,3,"No"
"Yes","Rarely","Bachelor","High","Medium","Experienced","Medium","High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Divorced",47,4,10333,8,28,22,11,10,"No"
"No","Rarely","Bachelor","Medium","High","Intermediate","Low","Medium","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",40,12,4448,2,15,7,4,7,"No"
"No","Rarely","Master","Very High","High","Intermediate","Very High","Medium","Few stocks","Good","R&D","Medical","Res. Sci.","Married",54,7,6854,4,14,7,1,7,"No"
"No","Frequently","Master","Low","High","Experienced","Low","Very High","Medium stocks","Better","Sales","Marketing","Sales Exe.","Married",31,7,9637,2,9,3,2,2,"No"
"No","Rarely","Bachelor","High","High","Entry","Low","High","Few stocks","Better","R&D","Medical","Res. Sci.","Married",28,1,3591,1,3,3,2,2,"No"
"Yes","Rarely","Master","Medium","Low","Intermediate","Very High","Low","Medium stocks","Good","Sales","Marketing","Sales Repr.","Married",38,2,5405,2,20,4,2,3,"No"
"No","Rarely","Bachelor","High","High","Intermediate","Very High","Low","No stock","Better","Sales","Medical","Sales Exe.","Single",26,10,4684,1,5,5,3,2,"No"
"Yes","Frequently","Master","Low","High","Advanced","High","Medium","No stock","Better","R&D","Life Sciences","Res. Dir.","Married",58,15,15787,2,23,2,2,2,"No"
"No","Never","Bachelor","Medium","High","Entry","High","High","No stock","Bad","R&D","Medical","Res. Sci.","Single",18,14,1514,1,0,0,0,0,"No"
"No","Rarely","Doctor","Very High","Very High","Entry","Low","High","No stock","Better","HR","HR","HR","Married",31,18,2956,0,2,1,0,0,"Yes"
"Yes","Rarely","Bachelor","Low","Medium","Entry","Low","Very High","Many stocks","Better","HR","HR","HR","Divorced",29,13,2335,4,4,2,2,0,"Yes"
"No","Never","Master","High","High","Intermediate","High","Medium","Medium stocks","Best","Sales","Life Sciences","Sales Exe.","Married",45,2,5154,4,10,8,7,7,"No"
"Yes","Rarely","Master","Very High","High","Intermediate","Medium","Very High","Few stocks","Better","R&D","Other","Res. Sci.","Married",36,2,6962,4,15,1,0,0,"No"
"No","Frequently","Master","Low","High","Intermediate","Very High","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",43,2,5675,1,7,7,7,7,"No"
"Yes","Frequently","College","Very High","High","Entry","Very High","High","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",27,5,2379,0,6,5,4,2,"No"
"No","Frequently","Below College","Very High","High","Entry","Very High","Medium","No stock","Best","R&D","Medical","Lab. Tech.","Married",29,20,3812,1,11,11,8,10,"No"
"No","Frequently","Master","Very High","High","Intermediate","Very High","High","No stock","Best","Sales","Marketing","Sales Exe.","Single",32,10,4648,8,4,0,0,0,"No"
"No","Never","Master","High","High","Entry","High","Medium","Medium stocks","Good","R&D","Technical","Res. Sci.","Married",42,10,2936,3,10,6,3,3,"No"
"No","Rarely","Master","Medium","High","Entry","High","High","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",47,9,2105,4,7,2,2,0,"No"
"No","Rarely","College","Very High","High","Experienced","Very High","High","Few stocks","Good","R&D","Life Sciences","Manuf. Dir.","Divorced",46,2,8578,3,12,9,8,7,"No"
"No","Never","College","High","High","Entry","Very High","Medium","Few stocks","Better","HR","Life Sciences","HR","Divorced",28,1,2706,1,3,3,2,2,"No"
"No","Rarely","Below College","Very High","Low","Intermediate","High","Very High","Medium stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",29,29,6384,8,11,7,0,6,"No"
"No","Rarely","Bachelor","Very High","High","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",42,8,3968,4,8,0,0,0,"No"
"Yes","Rarely","Master","High","Medium","Intermediate","Medium","High","No stock","Good","Sales","Marketing","Sales Exe.","Single",32,2,9907,7,7,2,2,2,"Yes"
"No","Rarely","Bachelor","Low","Very High","Advanced","Low","Very High","Few stocks","Better","Sales","Technical","Sales Exe.","Divorced",46,3,13225,2,25,19,17,8,"No"
"No","Rarely","Below College","Medium","Medium","Intermediate","High","Very High","Few stocks","Better","Sales","Medical","Sales Repr.","Married",27,23,3540,1,9,9,8,8,"No"
"No","Rarely","Below College","Very High","Medium","Entry","Medium","Very High","No stock","Better","HR","Medical","HR","Married",29,6,2804,1,1,1,0,0,"No"
"No","Rarely","Bachelor","Low","Medium","Expert","High","Very High","No stock","Better","R&D","Medical","Manager","Married",43,6,19392,7,21,16,12,14,"No"
"No","Rarely","Bachelor","Very High","Medium","Expert","Medium","Very High","No stock","Better","R&D","Life Sciences","Res. Dir.","Married",48,10,19665,4,29,22,10,9,"No"
"Yes","Frequently","College","Very High","Medium","Entry","Very High","Medium","No stock","Good","R&D","Life Sciences","Res. Sci.","Single",29,24,2439,1,1,1,0,0,"Yes"
"No","Rarely","Bachelor","High","High","Experienced","Medium","High","Many stocks","Better","Sales","Life Sciences","Sales Exe.","Married",46,10,7314,5,14,8,7,7,"Yes"
"No","Frequently","Bachelor","Very High","Medium","Entry","Low","Very High","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",27,15,4774,0,8,7,6,3,"No"
"No","Rarely","Master","Very High","High","Intermediate","Very High","Medium","Many stocks","Better","R&D","Other","Res. Sci.","Divorced",39,19,3902,8,7,2,2,2,"No"
"No","Rarely","Master","Medium","Medium","Entry","Very High","Medium","Few stocks","Best","R&D","Technical","Res. Sci.","Married",55,2,2662,8,19,5,2,4,"No"
"No","Rarely","Bachelor","Medium","High","Entry","Medium","Very High","Few stocks","Better","Sales","Medical","Sales Repr.","Married",28,3,2856,1,1,1,0,0,"No"
"No","Rarely","Bachelor","Medium","High","Entry","Very High","High","No stock","Good","Sales","Medical","Sales Repr.","Single",30,9,1081,1,1,1,0,0,"Yes"
"Yes","Rarely","Below College","Very High","High","Entry","Medium","Low","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",22,7,2472,1,1,1,0,0,"Yes"
"Yes","Rarely","Master","Medium","Medium","Intermediate","High","Low","Few stocks","Better","Sales","Technical","Sales Exe.","Married",36,10,5673,1,10,10,9,7,"No"
"No","Rarely","Bachelor","Medium","High","Intermediate","High","Low","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Divorced",31,20,4197,1,10,10,8,2,"No"
"Yes","Rarely","Bachelor","High","High","Experienced","Very High","Very High","Many stocks","Better","Sales","Life Sciences","Sales Exe.","Married",34,4,9713,2,9,5,3,0,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Low","Medium","No stock","Better","R&D","Life Sciences","Lab. Tech.","Single",29,7,2062,3,11,3,2,2,"No"
"Yes","Rarely","Master","Very High","High","Intermediate","Low","High","Few stocks","Better","R&D","Medical","Res. Sci.","Married",37,7,4284,5,16,5,3,4,"No"
"Yes","Rarely","College","Very High","Medium","Intermediate","Medium","Very High","No stock","Better","R&D","Other","Manuf. Dir.","Married",35,16,4788,0,4,3,2,2,"No"
"No","Rarely","College","Medium","Medium","Intermediate","Very High","Very High","Medium stocks","Good","R&D","Life Sciences","Manuf. Dir.","Married",45,25,5906,0,10,9,8,8,"No"
"No","Frequently","Below College","Medium","Medium","Intermediate","Very High","Very High","No stock","Good","HR","HR","HR","Single",36,2,3886,1,10,10,1,8,"No"
"No","Rarely","Master","Low","High","Advanced","Low","Low","Few stocks","Better","R&D","Life Sciences","Manager","Divorced",40,1,16823,2,22,19,7,16,"No"
"Yes","Rarely","College","Medium","Medium","Entry","High","High","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",26,1,2933,1,1,1,0,0,"No"
"No","Rarely","College","Low","Very High","Intermediate","High","Medium","No stock","Good","Sales","Medical","Sales Exe.","Single",27,2,6500,0,9,8,7,7,"No"
"No","Frequently","Bachelor","Very High","High","Advanced","Very High","Medium","Few stocks","Better","R&D","Medical","Manager","Divorced",48,22,17174,3,24,22,17,7,"No"
"No","Rarely","Master","Medium","Very High","Intermediate","Low","Very High","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Married",44,1,5033,2,10,2,0,2,"No"
"Yes","Never","Master","Very High","Low","Entry","Low","Medium","Few stocks","Better","R&D","Technical","Res. Sci.","Married",34,16,2307,1,5,5,2,0,"Yes"
